MSE,Pearson,Spearman,Kendall,MSE-to-rho
3.933294450069665937e-01,7.088576740517793517e-01,7.145065927891657287e-01,5.156292453223317862e-01,2.356117082973323118e+00
6.031408485890276117e-01,6.465045532002856588e-01,6.273792537012384818e-01,4.545607992665749442e-01,3.597964695358746301e+00
4.220399020821943847e-01,6.059764596185782670e-01,5.875312988442391582e-01,4.301438929866232552e-01,3.496065280499250694e+00
4.480354318284483495e-01,7.501252190739836623e-01,7.549565827571341758e-01,5.683916114514313556e-01,2.049568468973029578e+00
1.833623086010669478e-01,7.127677607296220019e-01,7.201202424237539423e-01,5.258079551610617131e-01,4.842457887078077228e+00
3.589644524989476504e-01,6.707979238021106738e-01,6.712770160590159074e-01,4.846187231737300039e-01,2.256004324975158681e+00
5.555898142787701888e-01,5.670440953191215883e-01,5.710867504701054864e-01,4.160168979455764471e-01,1.490094593610624463e+00
2.468510236678023162e-01,7.374880489488799817e-01,7.257681814026279987e-01,5.368279368254363915e-01,4.905285539451366361e+00
1.810912054735658305e-01,5.451842350948586935e-01,5.312059857297810606e-01,3.832160270033753702e-01,3.099762673112038680e+00
1.547433884815659078e-01,7.748882225081166197e-01,7.800856521029008173e-01,6.220328374380129643e-01,5.288670651515743337e+00
3.707190147684495396e-01,6.854765140533901624e-01,6.808879536466868609e-01,4.886339334083427133e-01,2.397588041490084532e+00
5.825951549579643229e-01,7.190535884379251064e-01,7.669324354833194635e-01,5.705303996332874439e-01,2.440435521437635646e+00
4.075678962614948664e-01,7.739943709555370255e-01,7.795786367824787400e-01,5.799683293745051538e-01,2.620337754502419347e+00
5.354523409123099764e-01,6.685344552923130346e-01,6.512627422853554116e-01,4.794338667333415960e-01,3.182919075780638263e+00
2.890540222183542451e-01,7.284685217827394643e-01,7.450134485548977059e-01,5.464701629370337654e-01,2.984237609681699599e+00
7.306425978173390900e-01,4.206943846051873215e-01,4.082852583638321708e-01,2.985649664541400461e-01,2.184361060534974808e+00
3.990837325660987478e-01,7.765461182390892558e-01,7.789213465065837338e-01,5.773728174355127196e-01,4.191842855848483040e+00
2.451127875303227011e-01,6.813174799991240649e-01,6.826090943532671096e-01,5.034955619452431419e-01,5.350369034835257942e+00
2.691817494312496728e-01,5.591746837823828864e-01,5.642871189732362458e-01,3.878666291619785045e-01,2.847996652759138048e+00
5.701740716794839736e-01,5.647147134885398545e-01,5.538131063955173961e-01,3.931123682126931862e-01,1.222156296488690730e+00
4.924711452107438103e-01,6.662400387297900961e-01,6.758736821699015129e-01,4.859165729049463867e-01,2.743258922334437688e+00
1.727490643378747082e-01,7.069544785801710196e-01,6.979288527957634436e-01,5.102192357378004806e-01,4.089993119023964674e+00
6.464970211650107323e-01,8.176808774685148107e-01,8.158209197393895273e-01,6.291837729716213135e-01,2.707243118007815585e+00
3.561161014738679076e-01,7.506733027822808380e-01,7.441089340876397840e-01,5.558527315914488787e-01,3.684190240384022541e+00
4.154253052267266599e-01,5.449823423114029675e-01,5.393942607874103734e-01,3.780378172271532944e-01,1.333468644980297713e+00
2.213930202795515723e-01,7.062905669049754920e-01,6.978289892551404749e-01,5.201248072675750400e-01,3.848477046359215947e+00
3.515595346551587674e-01,7.365824431827863172e-01,7.360449735163278051e-01,5.487087760970120742e-01,3.511545411240929671e+00
5.447746231794829974e-01,6.986137961596007306e-01,7.041380831037201693e-01,5.121726465808226214e-01,1.590190302757342522e+00
6.937997355919783837e-01,3.112278198240641114e-01,3.020277470551210874e-01,2.126756052839938460e-01,1.103536847044434221e+00
4.122535638860102547e-01,5.182411920775179537e-01,5.322142601283478269e-01,3.823676084510563289e-01,1.539597510514938428e+00
7.058330065512840035e-01,7.288718801719298312e-01,7.456050209469536894e-01,5.566302662832852688e-01,1.238221428159608450e+00
2.677727948925974766e-01,7.564114759661594301e-01,7.830280870863765008e-01,5.902401550193773216e-01,4.734676281650906482e+00
5.529707185633064848e-01,6.649321115356413570e-01,6.401956522374320224e-01,4.607938492311537959e-01,2.100023207838042527e+00
6.627153707934980709e-01,6.788056460393804281e-01,6.826515929008062367e-01,5.022295495270241439e-01,1.342199626418445702e+00
