MSE,Pearson,Spearman,Kendall,MSE-to-rho
4.159976945897633088e-02,9.608033255896103464e-01,9.489562484993164793e-01,7.930987831812309485e-01,2.652650480794845578e+01
5.835896451423947667e-02,9.372451686383135305e-01,9.278398595441951224e-01,7.639496743918167132e-01,1.715568764518988232e+01
9.581134128311036280e-02,9.287374125335084996e-01,9.169592577706390246e-01,7.400596925655000824e-01,9.635349457379449589e+00
1.389037212595548854e-01,9.445723224697074594e-01,9.113111953329875448e-01,7.377353419177395955e-01,1.548484693807622214e+01
4.785530662561490040e-02,9.329579780541715772e-01,9.238920107795628445e-01,7.631094720173353663e-01,2.546401091139949813e+01
3.264596680935139689e-02,9.554588996763261344e-01,9.379529233586394454e-01,7.758940284202190396e-01,3.207905244354546426e+01
3.883865591630667607e-02,9.616190886744152566e-01,9.387483143413871689e-01,7.905756181763489154e-01,2.584551869620351638e+01
3.207424129585754319e-02,9.676348420638133385e-01,9.515763985702908601e-01,8.040309827367870810e-01,3.460917790523214421e+01
8.302387823412712975e-02,8.834809699806708272e-01,8.738268109426065022e-01,6.791061591032211409e-01,1.188937071491033670e+01
1.625664822544474475e-01,9.295439069676584287e-01,9.110646457822602073e-01,7.296440388381880693e-01,8.599104521945660551e+00
1.668489408805791940e-01,9.111056252948251943e-01,8.908891649904558951e-01,7.108434387631786811e-01,1.589163861487630669e+01
5.148592986754598616e-02,9.416774057437945489e-01,8.952722589065748027e-01,7.119684334553548766e-01,2.063820697293136064e+01
5.439626861532883412e-02,9.539106782138784268e-01,9.320025614531651792e-01,7.661227236737925272e-01,2.265102859067549090e+01
1.446973046010279484e-01,9.300186140204789176e-01,9.171117271525685011e-01,7.336969681430712820e-01,8.822692389393393952e+00
9.217819417004796678e-02,9.078558674867824863e-01,8.624711464761117830e-01,6.767460932616575775e-01,1.248543459339705031e+01
1.037368230228478128e-01,9.545440593241710792e-01,9.403460365757195794e-01,7.784087594282618205e-01,1.444736720156260468e+01
1.279176928382172174e-01,9.160464044973242181e-01,9.171753014288097638e-01,7.422784866656965130e-01,7.384811576725986981e+00
3.527897523949174302e-02,9.612006746425533210e-01,9.338982005557955324e-01,7.680429360245434323e-01,2.663240027835472290e+01
3.160310708717318368e-02,9.624788153449806982e-01,9.463580871919751170e-01,7.892012195452750012e-01,3.338631620671751676e+01
8.428796511381553280e-02,9.451579931144232782e-01,9.279169885221404401e-01,7.560884902279451092e-01,1.392698551558793518e+01
5.252557857825424642e-02,9.550535678219435054e-01,9.392878212466847510e-01,7.769762678668166167e-01,1.998172834439388268e+01
1.210546614584774305e-01,9.369787260322399725e-01,9.306142303220973355e-01,7.616315997833060791e-01,8.372573660671900342e+00
8.026710026706497525e-02,9.316822624178563439e-01,9.068015481866833483e-01,7.308636243479336159e-01,1.563283388430856036e+01
3.844488362069311410e-02,9.737540012632317499e-01,9.486895086239086616e-01,7.978004522784664099e-01,2.619131148727653269e+01
3.095256920049125893e-01,8.290373253097235162e-01,7.962088868860764945e-01,6.134998124765594918e-01,2.717871449362039726e+00
